Date,Temperature High (C),Temperature Low (C),Temperature Average (C),Sea Surface Temperature (C),Sea Ice (WMO Code),Pressure High (mbar),Pressure Low (mbar),Pressure Average (mbar),Wind Peak (knots),Wind 5-Sec Peak (knots),Wind 2-Min Peak (knots),Wind Average (knots),Wind Peak Direction,Wind 5-Sec Peak Direction,Wind 2-Min Peak Direction,Wind Prevailing Direction,Precipitation Melted (mm),Precipitation Snow (cm),Depth at Snowstake (cm),Sky Coverage (tenths)
2014-12-20,4.3,-3.5,0.6,-1.4,83665,991.4,984.9,988.0,,10.0,8.0,3.0,,,274.0,NE,0.0,0,44.0,
2014-12-21,1.7,-1.2,-0.1,-1.5,83665,996.4,991.4,994.1,,11.0,9.0,3.0,,,227.0,NW,0.0,0,41.0,
2014-12-22,4.1,-0.7,1.3,-1.3,33661,996.0,975.2,986.6,,19.0,15.0,6.0,,,76.0,SE,0.0,0,41.0,
2014-12-23,4.1,0.6,2.0,-0.9,1/6/0,975.2,968.0,970.4,,31.0,24.0,10.0,,,58.0,E,0.0,0,38.0,
2014-12-24,6.1,-0.5,2.4,-0.7,0/6/0,974.4,969.9,972.1,,8.0,6.0,2.0,,,323.0,N,0.0,0,37.0,
2014-12-25,5.1,-0.1,1.3,0.3,0/6/0,977.0,974.4,975.9,,29.0,25.0,8.0,,,15.0,N,0.0,0,28.0,
2014-12-26,1.8,-1.6,-0.2,-0.1,0/6/0,976.0,972.8,974.4,,26.0,23.0,6.0,,,242.0,NW,2.5,0,28.0,
2014-12-27,-0.1,-1.6,-0.8,0.0,0/6/0,992.0,975.9,984.6,,29.0,25.0,14.0,,,233.0,SW,0.0,2,30.0,
2014-12-28,1.3,-2.2,-0.2,-0.1,0/6/0,992.8,987.9,990.0,,16.0,13.0,6.0,,,14.0,NW,2.5,2,32.0,
2014-12-29,3.4,-0.7,0.8,-0.9,0/6/0,1001.8,992.8,997.6,,10.0,7.0,3.0,,,213.0,SW,0.0,0,30.0,
2014-12-30,3.4,-1.0,0.8,-0.9,0/6/0,1009.2,1001.7,1005.0,,5.0,5.0,2.0,,,251.0,SW,0.0,0,30.0,
2014-12-31,1.5,-0.6,0.1,-0.3,0/6/0,1012.3,1009.2,1011.3,,13.0,12.0,6.0,,,240.0,SW,0.0,0,26.0,
2015-01-01,2.6,-0.9,0.1,-0.2,0/6/0,1011.8,1009.4,1010.4,,10.0,8.0,3.0,,,244.0,SW,0.0,0,22.0,
2015-01-02,0.9,-2.2,-0.9,0.1,0/6/0,1009.6,1006.2,1008.5,,11.0,9.0,3.0,,,229.0,SW,0.0,0,20.0,
2015-01-03,2.9,-0.8,0.4,0.1,0/6/0,1006.2,993.9,1000.3,,16.0,13.0,4.0,,,225.0,SW,0.0,0,20.0,
2015-01-04,3.8,-2.1,0.2,0.2,0/6/0,993.9,985.2,989.2,,11.0,10.0,4.0,,,118.0,SE,0.0,0,20.0,
2015-01-05,4.6,0.4,1.9,0.0,0/6/0,985.2,981.7,983.1,,15.0,10.0,3.0,,,348.0,NW,0.8,0,17.0,
2015-01-06,7.9,1.0,3.1,0.4,0/6/0,985.2,981.2,982.6,,15.0,11.0,3.0,,,281.0,W,0.0,0,10.0,
2015-01-07,4.2,0.5,1.5,0.4,0/6/0,991.8,985.1,987.8,,23.0,17.0,5.0,,,30.0,N,0.0,0,5.0,
2015-01-08,2.8,-0.9,0.5,0.4,0/6/0,995.4,991.8,994.6,,13.0,11.0,4.0,,,19.0,NW,0.0,0,2.0,
2015-01-09,2.3,-0.3,0.7,0.5,0/6/0,994.4,986.8,990.9,,9.0,7.0,3.0,,,329.0,SE,0.0,0,0.0,
2015-01-10,3.5,-0.2,1.2,0.7,0/6/0,986.8,982.7,983.9,,9.0,8.0,2.0,,,125.0,SE,0.0,0,0.0,
2015-01-11,4.4,0.1,1.6,0.5,0/6/0,986.8,982.9,984.3,,7.0,6.0,2.0,,,299.0,NW,0.0,0,0.0,
2015-01-12,2.7,0.0,0.8,1.1,0/6/0,990.5,986.8,989.1,,10.0,9.0,4.0,,,316.0,NW,2.0,1,0.0,
2015-01-13,4.6,0.2,1.3,1.2,0/6/0,993.9,990.3,992.1,,9.0,8.0,3.0,,,279.0,NW,0.0,0,0.0,
2015-01-14,3.8,0.2,1.8,1.0,0/6/0,993.5,980.4,987.2,,16.0,14.0,5.0,,,18.0,NW,0.8,1,0.0,
2015-01-15,4.8,0.2,2.3,1.2,0/6/0,988.2,979.1,982.6,,23.0,16.0,8.0,,,223.0,E,0.0,0,0.0,
2015-01-16,4.5,-0.3,1.0,1.8,0/6/0,998.5,988.2,992.9,,25.0,19.0,9.0,,,120.0,SW,0.0,0,0.0,
2015-01-17,5.1,-1.3,1.1,1.7,0/7/0,1000.6,996.2,999.4,,16.0,13.0,5.0,,,206.0,NE,0.0,0,0.0,
2015-01-18,1.2,-0.4,0.4,2.2,0/7/0,996.4,993.1,994.7,,21.0,18.0,8.0,,,233.0,SW,0.0,0,0.0,
2015-01-19,2.5,-0.1,0.8,1.7,0/7/0,996.3,977.4,988.0,,26.0,18.0,7.0,,,358.0,SE,7.6,0,0.0,
2015-01-20,2.9,0.5,1.4,1.2,0/7/0,985.8,977.2,982.7,,28.0,22.0,12.0,,,242.0,SW,0.8,0,0.0,
2015-01-21,5.8,0.8,2.5,0.6,0/7/0,985.6,975.5,979.6,,16.0,14.0,5.0,,,335.0,SE,0.0,0,0.0,
2015-01-22,5.2,1.2,2.6,0.8,0/7/0,979.0,974.5,977.0,,26.0,22.0,5.0,,,18.0,SE,21.3,0,0.0,
2015-01-23,4.8,0.5,2.2,-0.5,0/7/0,990.0,978.7,984.3,,45.0,26.0,13.0,,,56.0,NW,3.8,0,0.0,
2015-01-24,3.0,0.6,1.4,0.5,0/7/0,993.1,979.8,989.1,,35.0,23.0,13.0,,,309.0,NW,0.8,0,0.0,
2015-01-25,4.4,-0.6,1.6,0.5,0/7/0,993.4,990.7,992.5,,24.0,15.0,8.0,,,137.0,SE,0.0,0,0.0,
2015-01-26,6.9,2.1,4.5,0.5,0/7/0,990.8,984.3,988.2,,39.0,31.0,9.0,,,23.0,NE,0.3,0,0.0,
2015-01-27,6.1,0.9,3.2,0.7,0/7/0,989.9,983.0,986.9,,45.0,35.0,17.0,,,22.0,N,2.5,0,0.0,
2015-01-28,5.3,1.1,2.4,0.9,0/7/0,992.0,989.5,990.7,,23.0,19.0,8.0,,,340.0,N,5.1,0,0.0,
2015-01-29,5.9,2.2,4.0,0.1,0/7/0,990.1,985.1,988.0,,40.0,34.0,14.0,,,23.0,N,5.8,0,0.0,
2015-01-30,7.0,1.4,3.2,0.5,0/7/0,989.9,985.0,987.4,,30.0,26.0,5.0,,,20.0,SE,0.0,0,0.0,
2015-01-31,5.9,2.1,4.2,0.7,0/7/0,985.0,980.1,981.8,,42.0,33.0,16.0,,,34.0,N,1.8,0,0.0,
2015-02-01,4.5,1.3,2.9,0.7,0/7/0,981.8,974.3,979.9,,25.0,22.0,11.0,,,23.0,N,1.5,0,0.0,
2015-02-02,3.4,0.6,1.4,0.5,0/6/0,985.8,973.1,978.3,,21.0,16.0,6.0,,,227.0,NW,2.5,0,0.0,
2015-02-03,5.1,0.6,1.6,0.7,0/7/0,1001.5,985.8,995.7,,24.0,19.0,10.0,,,238.0,SW,0.0,0,0.0,
2015-02-04,5.6,-1.3,1.7,0.8,0/7/0,1001.8,989.0,996.3,,40.0,26.0,8.0,,,76.0,SE,9.9,0,0.0,
2015-02-05,6.9,1.4,4.7,0.8,0/7/0,993.9,986.3,989.9,,65.0,49.0,24.0,,,29.0,NE,5.3,0,0.0,
2015-02-06,4.5,2.5,3.3,0.8,0/6/0,987.3,977.4,981.7,,52.0,40.0,29.0,,,16.0,N,5.6,0,0.0,
2015-02-07,4.0,1.3,2.5,0.1,0/7/0,981.3,976.9,980.0,,40.0,33.0,15.0,,,12.0,N,3.3,0,0.0,
2015-02-08,2.3,0.2,1.1,0.6,0/6/0,989.9,981.3,985.7,,16.0,13.0,4.0,,,250.0,NW,0.0,0,0.0,
2015-02-09,1.6,-0.9,0.3,0.0,0/7/0,990.0,975.2,984.5,,17.0,14.0,7.0,,,285.0,N,0.5,1,0.0,
2015-02-10,5.2,-0.1,2.9,0.6,0/7/0,975.2,968.2,970.1,,34.0,25.0,10.0,,,43.0,E,0.0,0,0.0,
2015-02-11,5.6,0.4,2.3,-0.1,0/7/0,980.8,970.9,975.2,,11.0,9.0,3.0,,,121.0,SE,0.0,0,0.0,
2015-02-12,1.7,-0.3,0.4,0.3,0/7/0,987.7,980.8,982.8,,11.0,10.0,5.0,,,244.0,NW,2.3,1,0.0,
2015-02-13,2.9,0.3,1.4,0.7,0/7/0,999.8,987.7,995.0,,23.0,19.0,9.0,,,235.0,SW,0.0,0,0.0,
2015-02-14,6.4,0.2,2.9,0.9,0/7/0,999.8,982.8,993.0,,53.0,40.0,11.0,,,28.0,NE,0.0,0,0.0,
2015-02-15,5.5,2.4,3.7,1.0,0/7/0,984.3,974.5,980.6,,52.0,41.0,20.0,,,21.0,N,2.0,0,0.0,
2015-02-16,3.2,1.9,2.6,0.7,0/7/0,988.7,980.6,985.3,,32.0,24.0,18.0,,,355.0,N,0.5,0,0.0,
2015-02-17,4.1,-1.0,1.9,0.4,0/7/0,988.1,986.5,987.3,,28.0,23.0,5.0,,,21.0,N,1.0,0,0.0,
2015-02-18,4.6,0.5,2.7,0.5,0/7/0,993.5,986.7,989.6,,25.0,22.0,6.0,,,21.0,NE,0.0,0,0.0,
2015-02-19,1.5,-0.5,0.2,0.9,0/7/0,996.5,993.5,995.5,,12.0,10.0,4.0,,,243.0,SW,0.0,0,0.0,
2015-02-20,1.6,-1.6,-0.1,0.36,0///0,995.5,988.6,991.3,,24.0,21.0,7.0,,,19.0,SE,1.8,5,0.0,
2015-02-21,3.5,-1.2,1.8,0.5,0/7/0,990.0,976.7,981.5,,43.0,34.0,13.0,,,29.0,N,0.0,0,0.0,
2015-02-22,3.5,0.3,1.5,0.4,0/7/0,979.1,975.4,977.2,,24.0,19.0,6.0,,,41.0,SW,0.0,0,0.0,
2015-02-23,0.8,-1.0,0.0,0.5,0/6/0,978.3,974.9,976.3,,27.0,23.0,11.0,,,236.0,SW,0.5,0,0.0,
2015-02-24,0.7,-1.5,0.0,0.5,0/7/0,992.0,977.9,984.1,,67.0,30.0,19.0,,,241.0,SW,0.0,1,0.0,
2015-02-25,0.7,-1.1,0.1,0.5,0/6/0,992.7,979.0,986.3,,33.0,27.0,9.0,,,262.0,SE,3.6,1,0.0,
2015-02-26,0.8,-0.5,0.1,-1.0,0/6/0,989.8,979.0,984.0,,24.0,20.0,10.0,,,235.0,SW,0.5,4,0.0,
2015-02-27,1.2,-3.2,-0.8,-0.2,0/6/0,992.1,984.2,989.4,,26.0,21.0,7.0,,,28.0,NE,0.8,0,0.0,
2015-02-28,0.9,-1.0,-0.2,0.3,0/6/0,986.2,981.2,983.0,,17.0,12.0,4.0,,,98.0,SE,0.8,1,0.0,
2015-03-01,4.8,-1.0,1.2,0.0,0/6/0,992.4,986.0,990.5,,23.0,19.0,5.0,,,15.0,SE,1.3,2,0.0,
2015-03-02,3.2,-1.5,0.7,0.3,0/6/0,989.0,977.7,981.1,,23.0,17.0,4.0,,,70.0,E,0.5,0,0.0,
2015-03-03,3.2,0.1,1.3,0.5,0/6/0,979.0,977.1,977.9,,25.0,18.0,5.0,,,113.0,NW,0.0,0,0.0,
2015-03-04,1.9,-0.4,0.4,0.4,0/6/0,984.8,979.0,982.4,,32.0,27.0,6.0,,,20.0,NE,0.3,0,0.0,
2015-03-05,3.1,-0.2,0.7,0.2,0/6/0,987.1,984.1,986.0,,29.0,24.0,7.0,,,26.0,N,0.0,0,0.0,
2015-03-06,1.6,-1.7,-0.2,-0.1,0/7/0,990.7,984.8,987.9,,10.0,8.0,3.0,,,354.0,N,0.0,0,0.0,
2015-03-07,1.9,-1.3,0.1,-0.9,0/7/0,991.1,981.2,988.5,,17.0,14.0,7.0,,,325.0,N,0.0,0,0.0,
2015-03-08,1.9,-1.1,0.4,-0.1,0/7/0,981.1,973.3,975.1,,19.0,14.0,3.0,,,105.0,N,6.6,8,0.0,
2015-03-09,0.8,-1.0,0.1,-0.1,0/6/0,986.2,975.7,981.7,,9.0,8.0,4.0,,,241.0,NW,0.8,0,3.0,
2015-03-10,0.5,-1.5,-0.6,-0.1,0/6/0,985.9,978.9,981.9,,12.0,10.0,4.0,,,321.0,NW,1.3,0,2.0,
2015-03-11,3.0,-2.6,0.0,-0.3,0/6/0,995.5,984.3,992.1,,17.0,12.0,4.0,,,56.0,E,1.3,3,4.0,
2015-03-12,5.9,1.1,3.8,0.5,0/6/0,992.3,977.9,981.7,,61.0,47.0,30.0,,,49.0,NE,6.9,0,2.0,
2015-03-13,4.8,1.1,3.0,0.6,0/6/0,978.8,970.0,976.0,,42.0,34.0,14.0,,,43.0,NE,1.3,0,0.0,
2015-03-14,1.4,-1.7,0.1,0.2,0/7/0,978.3,970.0,973.9,,23.0,19.0,10.0,,,314.0,SW,1.8,0,0.0,
2015-03-15,0.6,-2.4,-0.7,0.0,0/6/0,986.8,978.3,983.0,,27.0,23.0,11.0,,,61.0,SW,0.0,0,0.0,
2015-03-16,3.8,-1.1,1.5,0.4,0/6/0,984.1,958.4,967.6,,59.0,45.0,27.0,,,53.0,NE,3.6,0,0.0,
2015-03-17,2.2,-0.4,1.2,0.5,0/6/0,965.6,960.3,963.0,,42.0,34.0,19.0,,,53.0,N,0.0,0,0.0,
2015-03-18,1.0,-1.6,-0.6,0.1,0/6/0,975.6,965.7,972.1,,22.0,17.0,10.0,,,249.0,W,1.8,2,2.0,
2015-03-19,0.1,-2.1,-0.6,0.1,0/6/0,977.0,965.4,970.5,,28.0,24.0,11.0,,,208.0,SW,0.0,0,1.0,
2015-03-20,-0.2,-2.9,-1.3,-0.3,0/6/0,992.6,977.0,985.1,,42.0,21.0,10.0,,,201.0,SW,1.3,2,3.0,
2015-03-21,1.9,-4.1,-1.6,0.0,0/6/0,997.4,992.7,995.7,,21.0,17.0,6.0,,,126.0,E,1.3,0,2.0,
2015-03-22,2.2,-0.9,-0.1,0.2,0/6/0,1006.7,992.9,997.5,,17.0,14.0,3.0,,,133.0,SE,1.3,5,6.0,
2015-03-23,2.2,-0.8,0.6,-0.1,0/6/0,1012.7,1006.5,1011.0,,17.0,13.0,4.0,,,124.0,SE,4.6,0,4.0,
2015-03-24,8.9,1.0,3.8,0.2,0/6/0,1011.6,987.8,1000.0,,59.0,46.0,24.0,,,54.0,NE,4.3,0,0.0,
2015-03-25,1.7,-0.1,1.0,0.4,0/6/0,1015.7,1003.4,1011.3,,35.0,26.0,14.0,,,251.0,W,0.3,0,0.0,
2015-03-26,1.8,0.0,0.9,0.2,0/6/0,1012.1,999.4,1006.4,,28.0,22.0,11.0,,,26.0,NW,11.9,1,0.0,
2015-03-27,2.0,-0.7,0.6,-1.0,0/6/0,999.6,992.1,994.3,,31.0,23.0,12.0,,,26.0,SW,7.6,3,0.0,
2015-03-28,0.0,-0.9,-0.6,-0.5,0/6/0,1001.6,996.0,999.3,,23.0,19.0,12.0,,,204.0,SW,0.0,0,0.0,
2015-03-29,-0.2,-2.4,-1.2,-0.5,0/6/0,1000.6,989.6,995.6,,18.0,13.0,5.0,,,68.0,NE,0.0,0,0.0,
2015-03-30,2.8,-2.3,0.2,-0.4,0/6/0,989.5,975.4,980.5,,35.0,26.0,8.0,,,44.0,SE,1.0,1,0.0,
2015-03-31,2.9,0.6,1.5,-0.6,0/6/0,978.4,969.3,973.6,,42.0,31.0,18.0,,,57.0,NE,1.5,0,0.0,
2015-04-01,1.9,-0.3,0.9,-0.5,0/6/0,970.6,966.8,968.8,,33.0,28.0,15.0,,,41.0,NE,1.0,2,0.0,
2015-04-02,1.8,-2.4,-0.9,-0.5,0/6/0,970.6,968.5,969.3,,12.0,10.0,5.0,,,184.0,E,0.0,0,0.0,
2015-04-03,2.4,-3.3,-1.0,-0.4,0/6/0,978.1,969.5,973.0,,24.0,18.0,7.0,,,129.0,SE,0.0,0,0.0,
2015-04-04,-0.8,-3.3,-1.6,-0.7,0/6/0,987.4,978.0,983.6,,21.0,18.0,9.0,,,206.0,SW,0.0,0,0.0,
2015-04-05,0.2,-3.4,-1.2,-0.3,0/6/0,996.2,983.2,987.6,,23.0,18.0,6.0,,,206.0,SW,3.1,6,6.0,
2015-04-06,0.1,-2.7,-1.1,-0.4,0/6/0,1005.8,996.2,1002.6,,26.0,21.0,12.0,,,209.0,SW,0.0,1,8.0,
2015-04-07,0.4,-3.6,-1.7,-1.4,0/6/0,1010.1,1005.6,1008.5,,7.0,6.0,3.0,,,310.0,E,0.0,0,7.0,
2015-04-08,0.0,-3.0,-1.4,-1.3,0/6/0,1009.4,1003.2,1006.8,,9.0,8.0,3.0,,,148.0,SE,0.0,0,6.0,
2015-04-09,6.0,-3.0,0.0,-1.1,0/6/0,1003.2,992.3,998.1,,35.0,29.0,5.0,,,51.0,SE,2.8,0,4.0,
2015-04-10,6.1,2.2,4.2,-0.4,0/6/0,993.2,984.8,990.2,,44.0,34.0,21.0,,,54.0,NE,2.0,0,0.0,
2015-04-11,2.4,-4.5,-0.1,-0.1,0/6/0,993.8,980.0,983.8,,40.0,31.0,18.0,,,29.0,N,5.1,0,0.0,
2015-04-12,-1.2,-5.2,-3.9,-0.2,0/6/0,1004.7,993.9,1000.8,,34.0,27.0,15.0,,,197.0,S,0.3,0,2.0,
2015-04-13,-0.2,-2.7,-1.3,-0.5,0/6/0,1000.1,984.6,991.3,,32.0,27.0,13.0,,,213.0,SW,3.3,3,10.0,
2015-04-14,-1.8,-3.2,-2.4,-0.7,0/6/0,995.4,979.8,985.5,,34.0,28.0,15.0,,,204.0,SW,0.5,3,12.0,
2015-04-15,1.4,-3.2,-1.2,-0.8,0/6/0,997.7,980.3,991.3,,28.0,22.0,10.0,,,43.0,NE,0.8,0,9.0,
2015-04-16,1.2,-2.7,-0.4,-1.3,0/6/0,980.3,973.8,975.9,,32.0,25.0,16.0,,,354.0,SW,5.6,3,12.0,
2015-04-17,-0.1,-3.2,-1.4,-1.1,0/6/0,980.5,975.5,976.4,,13.0,11.0,5.0,,,353.0,SE,1.8,6,29.0,
2015-04-18,3.1,-1.7,-0.5,-1.4,0/6/0,983.6,973.3,980.2,,29.0,20.0,7.0,,,62.0,SE,1.5,7,34.0,
2015-04-19,3.3,-2.3,0.7,-0.6,0/6/0,977.8,966.7,970.7,,42.0,31.0,18.0,,,66.0,NE,1.5,2,29.0,
2015-04-20,1.5,-2.6,-0.7,-0.9,0/6/0,979.7,962.5,974.9,,55.0,40.0,14.0,,,71.0,E,0.8,2,25.0,
2015-04-21,1.7,-1.5,0.1,-0.5,0/6/0,966.3,960.9,963.4,,51.0,41.0,13.0,,,66.0,NE,1.0,1,25.0,
2015-04-22,-0.7,-2.6,-1.5,-0.8,0/6/0,970.2,962.5,967.8,,21.0,18.0,8.0,,,332.0,NW,0.8,2,27.0,
2015-04-23,-1.4,-3.7,-2.5,-1.5,0/6/0,981.8,970.1,973.4,,15.0,12.0,5.0,,,288.0,NE,1.8,5,32.0,
2015-04-24,0.6,-3.1,-1.6,-1.1,0/6/0,988.8,981.9,986.6,,25.0,19.0,9.0,,,43.0,SW,3.3,0,28.0,
2015-04-25,0.2,-2.7,-1.4,-1.4,0/6/0,997.7,988.6,994.7,,15.0,12.0,5.0,,,131.0,N,0.0,7,38.0,
2015-04-26,2.4,-1.6,0.2,-1.1,0/6/0,1007.0,992.6,997.8,,44.0,35.0,14.0,,,51.0,NE,7.4,4,40.0,
2015-04-27,3.6,-1.3,0.0,-1.2,0/6/0,1012.0,1007.0,1010.4,,23.0,18.0,7.0,,,49.0,SE,2.3,2,40.0,
2015-04-28,7.8,0.7,3.7,-1.0,0/6/0,1009.6,988.3,999.1,,50.0,40.0,15.0,,,54.0,NE,0.0,0,35.0,
2015-04-29,4.3,2.3,3.0,-0.5,0/6/0,991.1,985.4,988.1,,56.0,45.0,25.0,,,49.0,N,4.1,0,12.0,
2015-04-30,4.7,1.9,3.0,-1.1,0/6/0,995.9,991.0,993.7,,34.0,26.0,16.0,,,70.0,N,1.5,0,5.0,
2015-05-01,4.2,-0.8,2.1,-0.5,0/6/0,993.9,990.8,992.5,,39.0,29.0,10.0,,,63.0,NE,1.3,0,0.0,
2015-05-02,0.2,-5.0,-2.3,-0.5,0/6/0,990.8,978.5,984.7,,8.0,7.0,3.0,,,195.0,SE,0.0,0,0.0,
2015-05-03,-1.0,-5.1,-3.4,-0.8,0/6/0,981.5,978.4,980.0,,22.0,18.0,5.0,,,202.0,N,0.0,0,0.0,
2015-05-04,0.0,-3.3,-2.2,-0.7,0/6/0,993.9,979.5,985.4,,17.0,15.0,5.0,,,201.0,S,0.0,0,0.0,
2015-05-05,-0.2,-2.2,-1.3,-0.9,0/6/0,999.6,993.9,997.5,,19.0,17.0,8.0,,,210.0,SW,0.8,0,0.0,
2015-05-06,-0.6,-2.8,-1.4,-1.4,0/6/0,1007.8,999.6,1005.8,,8.0,6.0,3.0,,,312.0,W,0.3,1,1.0,
2015-05-07,-0.6,-4.6,-2.0,-1.5,0/6/0,1017.5,1007.4,1011.6,,0.0,1.0,1.0,,,319.0,NW,0.0,0,3.0,
2015-05-08,-3.2,-5.2,-4.2,-1.3,0/6/0,1021.9,1017.5,1020.6,,6.0,6.0,1.0,,,123.0,SE,0.0,0,3.0,
2015-05-09,1.7,-4.3,-2.2,-1.1,0/6/0,1021.9,1018.2,1020.1,,27.0,23.0,5.0,,,51.0,SE,0.0,0,2.0,
2015-05-10,3.9,-1.2,0.6,-1.1,0/6/0,1018.8,1011.8,1015.2,,24.0,14.0,5.0,,,144.0,SE,2.8,1,2.0,
2015-05-11,5.0,-1.0,1.4,-0.9,0/6/0,1011.8,997.5,1002.4,,21.0,16.0,5.0,,,288.0,SE,5.1,0,3.0,
2015-05-12,0.8,-2.1,-0.7,-1.2,0/6/0,1005.0,998.1,1002.5,,11.0,10.0,4.0,,,130.0,SE,0.0,1,4.0,
2015-05-13,4.4,-1.7,1.5,-1.2,0/6/0,998.1,976.6,987.7,,30.0,23.0,9.0,,,125.0,SE,1.0,0,3.0,
2015-05-14,3.2,-0.6,0.8,-0.6,0/6/0,973.4,971.2,972.1,,37.0,28.0,4.0,,,91.0,NW,0.5,0,2.0,
2015-05-15,0.0,-1.4,-0.5,-1.0,0/6/0,974.9,971.9,973.7,,6.0,5.0,2.0,,,325.0,SE,0.3,4,6.0,
2015-05-16,0.1,-1.4,-0.6,-0.9,0/6/0,975.8,970.4,973.7,,34.0,27.0,11.0,,,93.0,SE,0.0,0,4.0,
2015-05-17,1.2,-1.6,-0.4,-0.5,0/6/0,980.2,970.0,974.7,,46.0,37.0,15.0,,,64.0,SE,0.0,0,4.0,
2015-05-18,-0.2,-3.9,-2.5,-0.7,0/6/0,992.4,980.1,987.2,,26.0,19.0,8.0,,,232.0,SW,1.5,3,7.0,
2015-05-19,-3.0,-5.4,-3.6,-1.1,0/6/0,1003.4,992.5,999.1,,19.0,15.0,7.0,,,199.0,SW,0.0,1,10.0,
2015-05-20,3.5,-5.4,-2.5,-1.1,0/6/0,1002.7,970.6,987.9,,35.0,22.0,7.0,,,83.0,SE,0.0,0,10.0,
2015-05-21,3.4,-3.1,0.1,-0.5,0/6/0,970.8,956.6,961.2,,28.0,19.0,9.0,,,125.0,SE,5.6,0,10.0,
2015-05-22,-1.2,-5.2,-3.1,-0.6,0/6/0,961.3,958.5,959.2,,32.0,26.0,8.0,,,210.0,SW,2.3,8,18.0,
2015-05-23,-5.0,-9.1,-6.8,-1.1,0/6/0,964.0,956.9,959.4,,32.0,24.0,12.0,,,127.0,SE,0.0,0,23.0,
2015-05-24,-5.8,-10.0,-8.5,-1.1,0/6/0,979.7,964.1,971.8,,21.0,16.0,7.0,,,133.0,SE,0.0,0,23.0,
2015-05-25,-2.6,-5.8,-3.6,-1.1,0/6/0,993.4,979.6,986.5,,28.0,20.0,7.0,,,133.0,S,0.0,0,20.0,
2015-05-26,-3.5,-5.4,-4.3,-1.2,0/6/0,1002.4,993.4,999.0,,12.0,10.0,4.0,,,45.0,E,0.0,0,19.0,
2015-05-27,-3.6,-4.6,-4.0,-1.4,0/6/0,1002.6,1001.3,1002.1,,12.0,9.0,3.0,,,216.0,SW,0.0,0,18.0,
2015-05-28,-2.8,-6.2,-4.8,-1.4,0/6/0,1000.8,985.9,995.3,,14.0,11.0,4.0,,,127.0,SE,0.0,0,18.0,
2015-05-29,-1.4,-12.6,-8.8,-1.5,0/8/0,987.3,980.6,984.5,,38.0,28.0,17.0,,,184.0,SW,0.0,0,19.0,
2015-05-30,-7.3,-12.6,-8.7,-1.2,0/8/0,991.4,985.2,989.8,,31.0,24.0,14.0,,,187.0,SW,0.0,0,19.0,
2015-05-31,-3.9,-12.1,-7.0,-1.2,0/8/0,991.1,979.4,984.2,,32.0,24.0,9.0,,,207.0,SW,0.0,0,18.0,
2015-06-01,-8.3,-11.0,-9.2,-1.7,0/8/0,987.6,979.9,985.3,,37.0,30.0,11.0,,,182.0,SW,0.0,0,20.0,
2015-06-02,-7.8,-10.8,-9.5,-1.6,0/9/0,987.6,981.4,984.3,,20.0,16.0,6.0,,,190.0,SW,0.0,0,18.0,
2015-06-03,-8.1,-10.6,-9.1,-1.7,0/9/0,994.7,982.2,987.4,,24.0,17.0,9.0,,,215.0,SW,0.0,0,18.0,
2015-06-04,-8.4,-9.7,-9.1,-1.7,0/9/0,1001.8,994.7,999.3,,16.0,12.0,6.0,,,216.0,SW,0.0,2,20.0,
2015-06-05,-5.6,-12.0,-8.4,-1.7,0/9/0,1001.8,996.3,999.4,,21.0,17.0,7.0,,,179.0,SE,0.0,6,26.0,
2015-06-06,-1.6,-12.4,-5.6,-1.7,0/9/0,1001.8,974.9,987.4,,55.0,42.0,15.0,,,57.0,NE,0.0,0,26.0,
2015-06-07,-1.8,-5.0,-3.8,-1.4,0/9/0,992.5,975.5,986.7,,41.0,32.0,10.0,,,124.0,SE,0.0,2,19.0,
2015-06-08,-1.0,-3.4,-2.0,-1.7,0/9/0,989.5,976.3,982.8,,33.0,25.0,11.0,,,51.0,NE,0.0,5,25.0,
2015-06-09,-2.1,-7.4,-5.2,-1.4,0/9/0,978.6,964.3,972.2,,60.0,47.0,19.0,,,56.0,SW,0.0,0,19.0,
2015-06-10,-5.5,-12.5,-9.1,-1.7,01900,973.3,969.0,970.3,,35.0,27.0,15.0,,,199.0,SW,0.0,0,19.0,
2015-06-11,-9.3,-10.5,-9.9,-1.7,01900,984.5,973.4,979.2,,25.0,19.0,10.0,,,190.0,S,0.0,0,19.0,
2015-06-12,-8.4,-10.4,-9.2,-1.7,01900,987.5,984.5,986.5,,12.0,9.0,4.0,,,188.0,NE,0.0,0,18.0,
2015-06-13,-7.2,-9.6,-8.2,-1.7,0/9/0,986.0,979.8,982.6,,19.0,16.0,5.0,,,66.0,E,0.0,0,18.0,
2015-06-14,-6.2,-9.7,-8.2,-1.8,0/9/0,985.3,979.6,982.0,,12.0,8.0,4.0,,,68.0,E,0.0,0,18.0,
2015-06-15,-7.7,-10.3,-8.9,-1.8,0/9/0,987.8,985.2,986.6,,11.0,9.0,5.0,,,98.0,E,0.0,0,18.0,
2015-06-16,-8.7,-10.7,-10.1,-1.7,0/9/0,990.3,987.8,989.2,,12.0,10.0,3.0,,,93.0,E,0.0,0,18.0,
2015-06-17,-6.9,-11.1,-8.4,-1.7,01900,987.8,982.0,984.0,,32.0,25.0,9.0,,,175.0,S,0.0,0,18.0,
